game_id,play_date,household_type,format,n_players,has_player_under_10,duration_minutes,outcome,winner_position,n_bankruptcies,minutes_to_first_bankruptcy,most_landed_property_group,rule_dispute_count,house_rule_free_parking_jackpot,house_rule_no_auctions,house_rule_double_go_money,house_rule_starting_money_increased,house_rule_speed_die,kid_enjoyment_score,adult_enjoyment_score,would_play_again_score
GM-00930,2025-02-06,MULTIGEN,IN_PERSON,6,FALSE,219,COMPLETED,1,5,146,YELLOW,1,TRUE,TRUE,FALSE,FALSE,FALSE,1.9,3.1,2.9
GM-00003,2025-02-07,ADULTS_ONLY,IN_PERSON,5,FALSE,190,ABANDONED,,0,,UTILITIES,0,TRUE,FALSE,FALSE,FALSE,FALSE,,1.9,1.7
GM-00042,2025-02-07,FAMILY_WITH_KIDS,IN_PERSON,5,TRUE,204,ABANDONED,,1,134,ORANGE,2,TRUE,TRUE,FALSE,FALSE,FALSE,2.6,2.4,1.8
GM-00565,2025-02-07,FAMILY_WITH_KIDS,VIDEO_CALL,2,FALSE,55,COMPLETED,2,1,27,RED,2,TRUE,TRUE,FALSE,FALSE,FALSE,3.9,4.1,3.7
GM-00792,2025-02-07,ADULTS_ONLY,IN_PERSON,6,FALSE,103,COMPLETED,5,5,57,YELLOW,0,TRUE,TRUE,FALSE,FALSE,TRUE,,3.4,3.6
GM-00074,2025-02-08,FRIENDS_GROUP,IN_PERSON,3,FALSE,81,COMPLETED,3,2,49,GREEN,3,TRUE,TRUE,FALSE,FALSE,FALSE,,4.0,4.1
GM-00326,2025-02-08,MULTIGEN,IN_PERSON,2,TRUE,42,COMPLETED,2,1,20,RAILROADS,2,TRUE,TRUE,FALSE,FALSE,FALSE,4.7,4.1,4.3
GM-00534,2025-02-08,ADULTS_ONLY,IN_PERSON,3,FALSE,102,COMPLETED,2,2,70,RAILROADS,1,FALSE,TRUE,FALSE,TRUE,FALSE,,4.0,4.2
GM-00688,2025-02-08,FAMILY_WITH_KIDS,DIGITAL_APP,5,TRUE,159,ABANDONED,,0,,RED,6,TRUE,FALSE,FALSE,FALSE,FALSE,2.2,3.1,2.6
GM-00783,2025-02-08,FAMILY_WITH_KIDS,IN_PERSON,3,TRUE,131,TIME_LIMIT_REACHED,,1,80,YELLOW,3,TRUE,TRUE,TRUE,FALSE,FALSE,3.4,3.7,3.6
GM-00201,2025-02-09,MULTIGEN,IN_PERSON,3,TRUE,75,COMPLETED,1,2,43,GREEN,1,FALSE,TRUE,FALSE,FALSE,FALSE,3.8,3.9,3.5
GM-00254,2025-02-09,FRIENDS_GROUP,IN_PERSON,4,FALSE,66,COMPLETED,3,3,48,RAILROADS,0,FALSE,TRUE,FALSE,FALSE,FALSE,,4.1,4.1
GM-00482,2025-02-09,MULTIGEN,IN_PERSON,2,TRUE,41,COMPLETED,1,1,19,GREEN,1,TRUE,TRUE,FALSE,TRUE,FALSE,4.8,3.4,3.0
GM-00958,2025-02-09,FAMILY_WITH_KIDS,IN_PERSON,6,FALSE,364,ABANDONED,,0,,RAILROADS,1,TRUE,FALSE,FALSE,FALSE,FALSE,2.1,1.9,1.6
GM-00987,2025-02-09,FAMILY_WITH_KIDS,IN_PERSON,4,TRUE,44,COMPLETED,2,3,28,GREEN,0,FALSE,TRUE,FALSE,FALSE,FALSE,4.4,3.6,3.2
GM-00243,2025-02-10,MULTIGEN,IN_PERSON,2,FALSE,84,COMPLETED,2,1,51,RAILROADS,0,TRUE,FALSE,FALSE,FALSE,FALSE,4.5,3.2,3.2
GM-00717,2025-02-10,MULTIGEN,IN_PERSON,4,TRUE,133,COMPLETED,3,3,69,RED,1,TRUE,TRUE,FALSE,TRUE,FALSE,4.0,3.2,3.5
GM-00863,2025-02-10,FAMILY_WITH_KIDS,IN_PERSON,4,TRUE,101,ABANDONED,,0,,ORANGE,1,TRUE,FALSE,FALSE,FALSE,FALSE,2.7,3.6,3.0
GM-00964,2025-02-10,GAME_GROUP_ENTHUSIAST,IN_PERSON,4,FALSE,114,COMPLETED,2,3,54,RED,1,FALSE,FALSE,FALSE,FALSE,FALSE,,4.0,3.8
GM-00187,2025-02-11,GAME_GROUP_ENTHUSIAST,IN_PERSON,5,FALSE,289,COMPLETED,5,4,197,ORANGE,2,TRUE,TRUE,FALSE,FALSE,FALSE,,4.3,4.1
GM-00591,2025-02-11,FAMILY_WITH_KIDS,IN_PERSON,6,TRUE,109,ABANDONED,,1,76,YELLOW,0,FALSE,TRUE,FALSE,FALSE,TRUE,3.1,3.2,2.7
GM-00001,2025-02-12,ADULTS_ONLY,IN_PERSON,4,FALSE,140,ABANDONED,,0,,ORANGE,0,TRUE,FALSE,FALSE,TRUE,FALSE,,3.2,2.9
GM-00253,2025-02-12,FAMILY_WITH_KIDS,IN_PERSON,3,TRUE,123,ABANDONED,,0,,MAGENTA,2,TRUE,TRUE,TRUE,FALSE,FALSE,3.2,2.5,1.9
GM-00374,2025-02-12,FAMILY_WITH_KIDS,DIGITAL_APP,4,FALSE,192,COMPLETED,4,3,139,RAILROADS,6,TRUE,TRUE,TRUE,TRUE,FALSE,3.1,3.1,2.9
GM-00364,2025-02-13,FAMILY_WITH_KIDS,IN_PERSON,2,FALSE,73,COMPLETED,1,1,39,RAILROADS,2,FALSE,FALSE,TRUE,FALSE,FALSE,4.3,3.8,3.3
GM-00691,2025-02-13,FRIENDS_GROUP,IN_PERSON,4,FALSE,85,ABANDONED,,2,60,GREEN,1,TRUE,TRUE,FALSE,TRUE,FALSE,,3.1,2.5
GM-00900,2025-02-13,FAMILY_WITH_KIDS,DIGITAL_APP,4,TRUE,95,COMPLETED,4,3,66,GREEN,0,TRUE,FALSE,TRUE,FALSE,FALSE,4.2,3.6,3.3
GM-00445,2025-02-14,ADULTS_ONLY,IN_PERSON,2,FALSE,56,ABANDONED,,2,39,RAILROADS,1,FALSE,TRUE,FALSE,FALSE,FALSE,,3.4,2.9
GM-00894,2025-02-14,FRIENDS_GROUP,IN_PERSON,4,FALSE,205,ABANDONED,,2,114,GREEN,0,TRUE,FALSE,TRUE,FALSE,TRUE,,2.8,2.0
GM-00174,2025-02-15,FAMILY_WITH_KIDS,IN_PERSON,3,TRUE,42,COMPLETED,2,2,22,RED,0,FALSE,TRUE,FALSE,TRUE,TRUE,4.5,3.8,3.6
GM-00193,2025-02-15,ADULTS_ONLY,VIDEO_CALL,4,FALSE,75,COMPLETED,1,3,44,LIGHT_BLUE,0,FALSE,TRUE,FALSE,FALSE,FALSE,,3.7,3.3
GM-00424,2025-02-15,FAMILY_WITH_KIDS,IN_PERSON,4,TRUE,343,ABANDONED,,1,240,RED,5,TRUE,FALSE,TRUE,FALSE,FALSE,1.4,2.3,1.6
GM-00521,2025-02-15,FAMILY_WITH_KIDS,IN_PERSON,2,TRUE,51,ABANDONED,,0,,GREEN,5,TRUE,FALSE,FALSE,FALSE,FALSE,3.4,3.4,2.7
GM-00795,2025-02-15,MULTIGEN,IN_PERSON,3,TRUE,108,TIME_LIMIT_REACHED,,0,,LIGHT_BLUE,2,TRUE,FALSE,FALSE,FALSE,FALSE,3.9,3.6,3.4
GM-00325,2025-02-16,FAMILY_WITH_KIDS,IN_PERSON,3,TRUE,123,ABANDONED,,2,91,GREEN,0,FALSE,TRUE,TRUE,FALSE,FALSE,3.5,2.9,2.5
GM-00343,2025-02-16,ADULTS_ONLY,IN_PERSON,2,FALSE,53,COMPLETED,1,1,26,RAILROADS,0,FALSE,FALSE,FALSE,TRUE,FALSE,,3.7,3.3
GM-00441,2025-02-16,FRIENDS_GROUP,IN_PERSON,3,FALSE,91,COMPLETED,2,2,49,LIGHT_BLUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,,3.6,3.6
GM-00615,2025-02-16,FRIENDS_GROUP,IN_PERSON,3,FALSE,68,COMPLETED,3,2,35,RAILROADS,1,FALSE,TRUE,TRUE,FALSE,TRUE,,3.4,3.5
GM-00624,2025-02-16,FAMILY_WITH_KIDS,IN_PERSON,3,TRUE,139,COMPLETED,1,2,81,ORANGE,3,TRUE,FALSE,FALSE,FALSE,FALSE,3.6,3.9,3.8
GM-00637,2025-02-16,FAMILY_WITH_KIDS,IN_PERSON,4,FALSE,184,ABANDONED,,0,,MAGENTA,3,TRUE,FALSE,TRUE,FALSE,FALSE,2.2,2.2,2.0
GM-00867,2025-02-16,GAME_GROUP_ENTHUSIAST,IN_PERSON,4,FALSE,267,ABANDONED,,0,,LIGHT_BLUE,2,TRUE,FALSE,TRUE,FALSE,FALSE,,3.7,3.3
GM-00883,2025-02-16,FRIENDS_GROUP,DIGITAL_APP,4,FALSE,115,ABANDONED,,1,62,LIGHT_BLUE,0,FALSE,FALSE,TRUE,FALSE,FALSE,,3.5,3.3
GM-00406,2025-02-17,ADULTS_ONLY,IN_PERSON,3,FALSE,53,ABANDONED,,1,32,RED,0,TRUE,FALSE,FALSE,FALSE,FALSE,,3.0,2.8
GM-00808,2025-02-17,ADULTS_ONLY,IN_PERSON,4,FALSE,154,COMPLETED,4,3,73,DARK_BLUE,2,TRUE,FALSE,FALSE,FALSE,FALSE,,3.2,2.9
GM-00052,2025-02-18,MULTIGEN,DIGITAL_APP,5,TRUE,278,ABANDONED,,0,,UTILITIES,1,TRUE,FALSE,TRUE,FALSE,FALSE,1.5,2.3,1.6
GM-00245,2025-02-18,ADULTS_ONLY,IN_PERSON,4,FALSE,176,ABANDONED,,0,,BROWN,1,TRUE,FALSE,FALSE,TRUE,FALSE,,2.7,1.9
GM-00409,2025-02-18,FAMILY_WITH_KIDS,IN_PERSON,4,TRUE,108,COMPLETED,2,3,70,YELLOW,0,TRUE,FALSE,FALSE,FALSE,FALSE,4.2,3.6,3.7
GM-00752,2025-02-18,FRIENDS_GROUP,IN_PERSON,2,FALSE,55,COMPLETED,1,1,34,BROWN,0,FALSE,TRUE,FALSE,FALSE,FALSE,,3.6,3.4
GM-00855,2025-02-18,FRIENDS_GROUP,IN_PERSON,3,FALSE,73,COMPLETED,1,2,36,RED,0,FALSE,TRUE,FALSE,FALSE,FALSE,,3.8,3.5
GM-00209,2025-02-19,ADULTS_ONLY,IN_PERSON,5,FALSE,64,COMPLETED,1,4,44,MAGENTA,1,FALSE,TRUE,FALSE,FALSE,FALSE,,4.0,4.3
GM-00889,2025-02-19,GAME_GROUP_ENTHUSIAST,IN_PERSON,6,FALSE,371,ABANDONED,,0,,YELLOW,1,TRUE,TRUE,FALSE,FALSE,FALSE,,3.1,2.6
GM-00908,2025-02-19,FAMILY_WITH_KIDS,IN_PERSON,5,FALSE,150,ABANDONED,,1,99,RAILROADS,1,TRUE,TRUE,FALSE,FALSE,FALSE,3.4,3.1,2.4
GM-00943,2025-02-19,ADULTS_ONLY,VIDEO_CALL,4,FALSE,183,ABANDONED,,0,,RED,0,TRUE,FALSE,FALSE,FALSE,FALSE,,2.3,1.7
GM-00289,2025-02-20,FRIENDS_GROUP,IN_PERSON,2,FALSE,77,TIME_LIMIT_REACHED,,2,35,LIGHT_BLUE,2,FALSE,TRUE,TRUE,FALSE,FALSE,,3.5,3.1
GM-00390,2025-02-20,FAMILY_WITH_KIDS,IN_PERSON,4,TRUE,107,COMPLETED,2,3,69,YELLOW,1,FALSE,TRUE,FALSE,FALSE,FALSE,3.4,3.5,3.6
GM-00999,2025-02-20,ADULTS_ONLY,IN_PERSON,5,FALSE,55,COMPLETED,3,4,31,UTILITIES,2,TRUE,FALSE,FALSE,FALSE,TRUE,,3.9,4.2
GM-00010,2025-02-21,GAME_GROUP_ENTHUSIAST,IN_PERSON,6,FALSE,388,ABANDONED,,0,,ORANGE,0,TRUE,FALSE,FALSE,FALSE,FALSE,,3.7,3.4
GM-00535,2025-02-21,FAMILY_WITH_KIDS,IN_PERSON,5,TRUE,100,COMPLETED,3,4,68,YELLOW,5,TRUE,TRUE,FALSE,FALSE,FALSE,3.8,3.6,3.4
GM-00592,2025-02-21,FAMILY_WITH_KIDS,IN_PERSON,4,TRUE,236,COMPLETED,2,3,120,DARK_BLUE,2,TRUE,FALSE,FALSE,FALSE,FALSE,2.8,2.9,2.5
GM-00369,2025-02-22,FAMILY_WITH_KIDS,DIGITAL_APP,4,TRUE,143,COMPLETED,2,3,80,RAILROADS,2,FALSE,TRUE,FALSE,FALSE,FALSE,3.5,3.2,3.2
GM-00588,2025-02-22,ADULTS_ONLY,IN_PERSON,4,FALSE,89,COMPLETED,1,3,49,RED,1,FALSE,FALSE,FALSE,TRUE,FALSE,,4.0,3.8
GM-00596,2025-02-22,MULTIGEN,IN_PERSON,4,TRUE,146,COMPLETED,2,3,86,ORANGE,4,TRUE,TRUE,FALSE,FALSE,FALSE,3.8,3.2,3.0
GM-00915,2025-02-22,FAMILY_WITH_KIDS,IN_PERSON,4,TRUE,77,COMPLETED,4,3,53,GREEN,0,TRUE,TRUE,FALSE,FALSE,FALSE,3.7,3.6,3.3
GM-00402,2025-02-23,FRIENDS_GROUP,IN_PERSON,4,FALSE,102,COMPLETED,1,3,48,DARK_BLUE,0,TRUE,FALSE,FALSE,FALSE,TRUE,,3.9,3.5
GM-00884,2025-02-24,FAMILY_WITH_KIDS,IN_PERSON,3,TRUE,143,COMPLETED,1,2,66,GREEN,1,TRUE,TRUE,FALSE,TRUE,FALSE,3.9,3.3,3.3
GM-00044,2025-02-25,ADULTS_ONLY,IN_PERSON,2,FALSE,90,ABANDONED,,1,48,RAILROADS,2,TRUE,TRUE,FALSE,FALSE,FALSE,,2.8,2.0
GM-00294,2025-02-25,FAMILY_WITH_KIDS,IN_PERSON,6,FALSE,77,ABANDONED,,1,56,LIGHT_BLUE,0,FALSE,TRUE,FALSE,FALSE,FALSE,4.1,2.7,2.0
GM-00934,2025-02-25,ADULTS_ONLY,VIDEO_CALL,4,FALSE,144,ABANDONED,,0,,BROWN,0,TRUE,TRUE,FALSE,FALSE,FALSE,,2.8,2.3
GM-00435,2025-02-26,MULTIGEN,IN_PERSON,5,TRUE,271,ABANDONED,,0,,GREEN,0,TRUE,FALSE,FALSE,FALSE,FALSE,1.8,2.3,2.2
GM-00506,2025-02-26,FAMILY_WITH_KIDS,IN_PERSON,3,FALSE,125,ABANDONED,,0,,RED,1,FALSE,TRUE,FALSE,FALSE,FALSE,3.6,3.1,2.4
GM-00531,2025-02-26,FAMILY_WITH_KIDS,IN_PERSON,5,TRUE,172,ABANDONED,,0,,ORANGE,1,FALSE,FALSE,FALSE,TRUE,FALSE,2.1,3.4,2.8
GM-00055,2025-02-27,ADULTS_ONLY,IN_PERSON,3,FALSE,103,COMPLETED,2,2,74,GREEN,0,TRUE,FALSE,FALSE,FALSE,FALSE,,3.8,3.5
GM-00275,2025-02-27,FAMILY_WITH_KIDS,IN_PERSON,2,TRUE,42,COMPLETED,1,1,23,ORANGE,1,TRUE,TRUE,FALSE,FALSE,FALSE,4.3,3.9,3.7
GM-00731,2025-02-27,GAME_GROUP_ENTHUSIAST,IN_PERSON,5,FALSE,85,COMPLETED,3,4,61,GREEN,1,FALSE,TRUE,FALSE,FALSE,FALSE,,3.7,3.7
GM-00921,2025-02-27,FRIENDS_GROUP,IN_PERSON,3,FALSE,77,ABANDONED,,0,,DARK_BLUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,,3.2,2.7
GM-00103,2025-02-28,FAMILY_WITH_KIDS,IN_PERSON,5,FALSE,250,COMPLETED,1,4,149,BROWN,0,TRUE,FALSE,FALSE,FALSE,FALSE,1.7,3.2,3.4
GM-00218,2025-02-28,ADULTS_ONLY,IN_PERSON,2,FALSE,78,COMPLETED,1,1,41,ORANGE,4,TRUE,FALSE,TRUE,FALSE,TRUE,,4.1,4.2
GM-00260,2025-02-28,FAMILY_WITH_KIDS,IN_PERSON,3,TRUE,136,ABANDONED,,1,62,ORANGE,1,TRUE,TRUE,TRUE,FALSE,FALSE,2.7,3.0,2.5
GM-00746,2025-02-28,FAMILY_WITH_KIDS,VIDEO_CALL,4,TRUE,110,COMPLETED,1,3,78,GREEN,3,TRUE,FALSE,FALSE,FALSE,FALSE,3.6,3.6,3.4
GM-00024,2025-03-01,FAMILY_WITH_KIDS,IN_PERSON,2,TRUE,48,COMPLETED,1,1,23,LIGHT_BLUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,4.0,4.1,3.7
GM-00165,2025-03-01,FRIENDS_GROUP,DIGITAL_APP,6,FALSE,268,TIME_LIMIT_REACHED,,0,,ORANGE,1,TRUE,FALSE,FALSE,FALSE,FALSE,,2.5,2.3
GM-00513,2025-03-01,FAMILY_WITH_KIDS,DIGITAL_APP,2,FALSE,50,ABANDONED,,1,34,GREEN,0,TRUE,FALSE,FALSE,TRUE,FALSE,3.7,3.1,2.6
GM-00975,2025-03-01,FAMILY_WITH_KIDS,IN_PERSON,4,TRUE,102,COMPLETED,2,3,70,YELLOW,3,TRUE,TRUE,FALSE,FALSE,FALSE,4.2,4.0,3.6
GM-00090,2025-03-02,FAMILY_WITH_KIDS,DIGITAL_APP,6,FALSE,386,COMPLETED,1,5,210,MAGENTA,1,FALSE,TRUE,FALSE,FALSE,FALSE,1.8,2.4,2.5
GM-00096,2025-03-02,FAMILY_WITH_KIDS,IN_PERSON,3,TRUE,127,COMPLETED,3,2,77,MAGENTA,0,TRUE,FALSE,FALSE,FALSE,FALSE,3.8,3.6,3.6
GM-00283,2025-03-02,FAMILY_WITH_KIDS,IN_PERSON,2,TRUE,34,COMPLETED,1,1,17,BROWN,6,FALSE,TRUE,FALSE,FALSE,FALSE,3.9,4.1,4.4
GM-00880,2025-03-02,FRIENDS_GROUP,IN_PERSON,4,FALSE,146,ABANDONED,,2,73,LIGHT_BLUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,,3.4,2.9
GM-00446,2025-03-03,MULTIGEN,VIDEO_CALL,4,TRUE,161,ABANDONED,,1,118,YELLOW,1,TRUE,FALSE,FALSE,FALSE,FALSE,2.3,2.4,1.9
GM-00574,2025-03-03,ADULTS_ONLY,DIGITAL_APP,4,FALSE,118,ABANDONED,,1,65,ORANGE,0,TRUE,FALSE,FALSE,FALSE,FALSE,,3.3,3.2
GM-00176,2025-03-04,GAME_GROUP_ENTHUSIAST,IN_PERSON,4,FALSE,99,COMPLETED,1,3,63,GREEN,4,FALSE,TRUE,FALSE,FALSE,FALSE,,3.9,3.5
GM-00205,2025-03-04,FAMILY_WITH_KIDS,IN_PERSON,6,TRUE,212,ABANDONED,,0,,GREEN,4,TRUE,TRUE,FALSE,FALSE,FALSE,2.4,2.8,2.3
GM-00762,2025-03-05,FRIENDS_GROUP,IN_PERSON,5,FALSE,181,COMPLETED,5,4,88,GREEN,1,TRUE,TRUE,FALSE,FALSE,FALSE,,3.2,3.4
GM-00917,2025-03-05,FAMILY_WITH_KIDS,IN_PERSON,2,TRUE,40,ABANDONED,,0,,YELLOW,3,FALSE,TRUE,FALSE,FALSE,FALSE,4.3,3.6,2.7
GM-00029,2025-03-06,FAMILY_WITH_KIDS,IN_PERSON,4,TRUE,97,COMPLETED,4,3,64,RED,2,TRUE,FALSE,FALSE,FALSE,FALSE,4.0,3.5,3.5
GM-00111,2025-03-06,GAME_GROUP_ENTHUSIAST,IN_PERSON,4,FALSE,299,ABANDONED,,1,180,GREEN,5,TRUE,TRUE,FALSE,FALSE,FALSE,,3.1,2.8
GM-00118,2025-03-06,MULTIGEN,IN_PERSON,4,TRUE,105,COMPLETED,2,3,75,LIGHT_BLUE,2,FALSE,TRUE,TRUE,FALSE,FALSE,4.2,3.9,3.7
GM-00291,2025-03-06,FAMILY_WITH_KIDS,DIGITAL_APP,5,TRUE,116,COMPLETED,5,4,62,ORANGE,1,FALSE,FALSE,FALSE,FALSE,FALSE,3.9,4.1,3.7
GM-00420,2025-03-06,MULTIGEN,IN_PERSON,3,TRUE,85,COMPLETED,3,2,46,YELLOW,4,TRUE,FALSE,FALSE,FALSE,FALSE,4.4,3.9,3.8
GM-00426,2025-03-06,FAMILY_WITH_KIDS,IN_PERSON,3,TRUE,55,ABANDONED,,2,34,GREEN,2,FALSE,TRUE,FALSE,FALSE,FALSE,3.7,2.9,2.4
GM-00449,2025-03-06,FRIENDS_GROUP,IN_PERSON,4,FALSE,184,ABANDONED,,0,,RED,0,TRUE,TRUE,FALSE,FALSE,FALSE,,2.7,2.3
GM-00931,2025-03-07,GAME_GROUP_ENTHUSIAST,IN_PERSON,4,FALSE,67,COMPLETED,1,3,43,ORANGE,4,TRUE,TRUE,FALSE,FALSE,TRUE,,3.4,3.0
GM-00175,2025-03-08,FAMILY_WITH_KIDS,IN_PERSON,5,TRUE,134,ABANDONED,,1,73,RED,3,FALSE,FALSE,FALSE,FALSE,FALSE,3.4,2.8,2.3
GM-00309,2025-03-08,ADULTS_ONLY,IN_PERSON,3,FALSE,85,COMPLETED,1,2,56,ORANGE,3,FALSE,FALSE,FALSE,FALSE,FALSE,,3.8,3.5
GM-00423,2025-03-08,FAMILY_WITH_KIDS,IN_PERSON,4,TRUE,235,ABANDONED,,0,,UTILITIES,2,TRUE,FALSE,TRUE,FALSE,FALSE,2.3,2.5,2.0
GM-00642,2025-03-08,GAME_GROUP_ENTHUSIAST,VIDEO_CALL,4,FALSE,178,COMPLETED,4,3,107,ORANGE,1,TRUE,FALSE,FALSE,FALSE,FALSE,,4.3,4.4
GM-00670,2025-03-08,ADULTS_ONLY,IN_PERSON,3,FALSE,94,COMPLETED,3,2,64,YELLOW,0,TRUE,FALSE,FALSE,FALSE,FALSE,,3.2,3.4
GM-00028,2025-03-09,ADULTS_ONLY,IN_PERSON,4,FALSE,73,COMPLETED,4,3,55,RAILROADS,1,FALSE,TRUE,FALSE,TRUE,FALSE,,4.1,4.4
GM-00106,2025-03-09,GAME_GROUP_ENTHUSIAST,DIGITAL_APP,4,FALSE,229,ABANDONED,,0,,GREEN,2,TRUE,TRUE,FALSE,FALSE,FALSE,,3.6,2.8
GM-00723,2025-03-09,MULTIGEN,IN_PERSON,3,FALSE,96,COMPLETED,1,2,56,YELLOW,0,TRUE,FALSE,FALSE,FALSE,FALSE,4.0,3.3,3.0
GM-00938,2025-03-09,FAMILY_WITH_KIDS,IN_PERSON,2,TRUE,100,COMPLETED,1,1,53,YELLOW,5,TRUE,FALSE,FALSE,FALSE,FALSE,3.6,3.9,3.7
GM-00059,2025-03-10,FAMILY_WITH_KIDS,IN_PERSON,4,TRUE,134,COMPLETED,1,3,79,MAGENTA,0,FALSE,FALSE,TRUE,FALSE,FALSE,3.6,2.9,2.7
GM-00645,2025-03-10,GAME_GROUP_ENTHUSIAST,IN_PERSON,4,FALSE,146,ABANDONED,,2,83,BROWN,1,TRUE,FALSE,FALSE,FALSE,FALSE,,3.8,3.1
GM-00667,2025-03-10,GAME_GROUP_ENTHUSIAST,IN_PERSON,3,FALSE,144,COMPLETED,2,2,88,LIGHT_BLUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,,4.0,4.0
GM-00998,2025-03-10,FAMILY_WITH_KIDS,IN_PERSON,2,FALSE,87,COMPLETED,1,1,61,DARK_BLUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,3.9,3.8,3.3
GM-00427,2025-03-11,ADULTS_ONLY,IN_PERSON,4,FALSE,136,ABANDONED,,1,101,ORANGE,1,TRUE,FALSE,TRUE,FALSE,TRUE,,3.0,2.2
GM-00677,2025-03-11,ADULTS_ONLY,IN_PERSON,4,FALSE,289,COMPLETED,2,3,168,ORANGE,2,TRUE,TRUE,TRUE,FALSE,FALSE,,2.9,2.7
GM-00856,2025-03-11,FAMILY_WITH_KIDS,VIDEO_CALL,6,TRUE,139,COMPLETED,5,5,77,YELLOW,3,TRUE,TRUE,FALSE,FALSE,FALSE,4.1,3.6,3.9
GM-00701,2025-03-12,FAMILY_WITH_KIDS,IN_PERSON,5,FALSE,246,ABANDONED,,0,,ORANGE,1,TRUE,FALSE,FALSE,TRUE,FALSE,1.4,2.5,2.4
GM-00844,2025-03-12,ADULTS_ONLY,IN_PERSON,6,FALSE,184,COMPLETED,1,5,136,YELLOW,4,TRUE,FALSE,FALSE,FALSE,TRUE,,2.8,2.6
GM-00330,2025-03-13,FRIENDS_GROUP,IN_PERSON,4,FALSE,135,COMPLETED,4,3,100,ORANGE,1,TRUE,TRUE,FALSE,FALSE,FALSE,,3.4,3.5
GM-00026,2025-03-14,FAMILY_WITH_KIDS,IN_PERSON,4,TRUE,122,COMPLETED,1,3,67,YELLOW,0,TRUE,TRUE,FALSE,FALSE,FALSE,3.9,3.7,3.5
GM-00363,2025-03-14,ADULTS_ONLY,IN_PERSON,4,FALSE,143,ABANDONED,,1,91,DARK_BLUE,1,TRUE,FALSE,FALSE,FALSE,FALSE,,2.6,2.0
GM-00567,2025-03-14,ADULTS_ONLY,VIDEO_CALL,6,FALSE,245,COMPLETED,3,5,179,GREEN,1,TRUE,TRUE,TRUE,FALSE,FALSE,,2.5,2.2
GM-00699,2025-03-14,FAMILY_WITH_KIDS,IN_PERSON,2,TRUE,105,COMPLETED,2,1,53,RED,6,TRUE,FALSE,FALSE,FALSE,FALSE,3.4,3.6,3.5
GM-00754,2025-03-14,MULTIGEN,IN_PERSON,2,TRUE,49,COMPLETED,2,1,30,BROWN,1,FALSE,TRUE,FALSE,FALSE,FALSE,4.7,4.2,4.4
GM-00956,2025-03-14,FAMILY_WITH_KIDS,IN_PERSON,6,FALSE,160,ABANDONED,,0,,LIGHT_BLUE,2,TRUE,TRUE,FALSE,FALSE,FALSE,2.0,3.3,2.8
GM-00127,2025-03-15,FRIENDS_GROUP,IN_PERSON,2,FALSE,83,COMPLETED,2,1,46,GREEN,0,TRUE,FALSE,FALSE,FALSE,FALSE,,3.5,3.7
GM-00543,2025-03-15,FAMILY_WITH_KIDS,IN_PERSON,4,FALSE,69,COMPLETED,2,3,49,RAILROADS,0,TRUE,FALSE,FALSE,FALSE,FALSE,4.1,3.4,3.2
GM-00716,2025-03-15,GAME_GROUP_ENTHUSIAST,IN_PERSON,4,FALSE,303,COMPLETED,1,3,217,YELLOW,2,TRUE,TRUE,FALSE,TRUE,FALSE,,4.0,3.9
GM-00092,2025-03-16,FRIENDS_GROUP,DIGITAL_APP,5,FALSE,110,ABANDONED,,2,72,MAGENTA,4,TRUE,FALSE,FALSE,FALSE,FALSE,,2.8,2.5
GM-00536,2025-03-17,FRIENDS_GROUP,IN_PERSON,5,FALSE,168,ABANDONED,,1,99,BROWN,0,FALSE,TRUE,FALSE,FALSE,FALSE,,3.4,3.2
GM-00544,2025-03-17,MULTIGEN,IN_PERSON,4,FALSE,83,COMPLETED,2,3,47,LIGHT_BLUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,4.5,3.9,3.8
GM-00083,2025-03-18,FAMILY_WITH_KIDS,IN_PERSON,2,TRUE,78,COMPLETED,1,1,58,ORANGE,4,TRUE,FALSE,TRUE,FALSE,FALSE,4.0,3.9,3.7
GM-00191,2025-03-18,FRIENDS_GROUP,IN_PERSON,2,FALSE,59,COMPLETED,2,1,35,RED,0,FALSE,FALSE,TRUE,TRUE,FALSE,,3.9,3.7
GM-00240,2025-03-18,FRIENDS_GROUP,IN_PERSON,4,FALSE,101,ABANDONED,,1,56,RAILROADS,0,TRUE,FALSE,TRUE,TRUE,FALSE,,3.2,2.6
GM-00533,2025-03-18,FAMILY_WITH_KIDS,DIGITAL_APP,5,TRUE,245,COMPLETED,1,4,143,YELLOW,1,TRUE,FALSE,FALSE,FALSE,FALSE,2.5,3.0,2.9
GM-00184,2025-03-19,MULTIGEN,DIGITAL_APP,3,FALSE,109,COMPLETED,2,2,66,RAILROADS,2,FALSE,FALSE,FALSE,FALSE,FALSE,3.7,3.4,3.6
GM-00215,2025-03-19,FAMILY_WITH_KIDS,IN_PERSON,4,TRUE,91,COMPLETED,1,3,49,MAGENTA,2,FALSE,TRUE,TRUE,FALSE,TRUE,4.1,4.1,3.8
